left context,original word,right context,word correction,hun correction 
56k,US-Robotics,einem,US-Robotics,US-Robotik
Breitband,Chello,1999,Cello,Cello
herumfrickeln,Modemsscripts,an,Modemsscripts,Shellscripts
-,herumfrickeln,Modemsscripts,herumdrücken,herumwickeln
Lycos,superchat,Ja,super Chat,Superchat
suchmaschine,Lycos,superchat,Lycos,Glycosid
und,suchmaschine,Lycos,Suchmaschine,Suchmaschine
porn,elephantlist,und,elephantlist,phantasielos
xD,porn,elephantlist,porn,Sporn
danach,xD,porn,öd,xi
-,gaming,dann,gaming,Ming
lassen,webseiten,Meine,Webseiten,Webseiten
öffnen,modem,56k,modem,Modem
at,sms,und,sums,SMS
und,at,sms,at,AT
-,macintosh,ein,Macintosh,Macintosh
es,usenet,das,zusendet,Usenet
können,web-foren,ganzen,web-foren,web -foren
will,idiotenforum,jedes,idiotenforum,Idiotenfilm
fünf,jahr,letzten,Jahr,Jahr
geschrieben,beiträge,fünf,Beiträge,Beiträge
und,UTF-8,mangels,UTF-8,UTE-8
-,Subject,im,Subject,Subjekt
listeten,WebSites,interessante,Websites,Websites
Nukem,Duke,an,Duke,Luke
3D,Nukem,Duke,Noem,Nuklearem
kommen,3D,Nukem,3D,AD
ADSL,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,mit,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,Telekom Austria-Jet2Web-Tele-Kom-Aus-Tria-A1
düsen,rum,ADSL,rum,Rum
ICQ,mIRC,düsen,Marc,IRC
heim,Geocities,auf,Gerocktes,Gestiegenes
und,at,heim,atz,AT
basteln,Homestead,und,Homestead,Hostadapter
chat,www,-,WWW,wo
at,chat,www,Chat,hat
Es,at,chat,atz,AT
zur,11jähriger,als,11jähriger,jähriger
weil,Jet11,als,Jet11,Jette
flüstert,süsse12,geblieben,süsse12,müsse
wie,hey,flüstert,hey,her
Jet11,gehts,wie,gehst,gehst
Hallo,Jet11,gehts,Jet11,Jette
süsse,süsse12,Hallo,süsse12,müsse
12,süsse,süsse12,süß,süße
Was,Jet11,flüstern,Jet11,Jette
flüstert,süsse12,das,süsse12,müsse
bye,sry,flüstert,sorry,Story
Das,bye,sry,bye,Byte
chat,Netway,-,Etwa,Entwarne
hotmail,chat,Netway,Chat,hat
homestead,hotmail,chat,Hotmail,Notmail
-,homestead,hotmail,homestead,Hostadapter
at,orf,nachdem,Dorf,ORF
online,at,orf,atz,AT
gewusst,ZiffCorp,von,ZiffCorp,Ziffer
bestaunt,WWW,des,WWW,WO
studieren,Versicherungspolizzen,dutzende,Versicherungspolizzen,Versicherungspolpizzen
Altavista,RIP,sein,RIP,TRIP
-,Altavista,RIP,Aktivist,Altvista
CompuServe,ueber,und,über,über
in,CompuServe,ueber,Composer,Computer
angefangen,WWW,dem,WWW,WO
eine,Bolle,wie,Bolle,Solle
gebracht,Internet-Cafe,ins,Café,Internet-Cape
immer,gabs,Da,Gäbs,gab
Netscape,Zehnerblocks,immer,Zehnerblocks,Zehnerdblocks
Eudora,UseNet,0,Senat,Usenet
IRC,Eudora,UseNet,Eudora,Eldorado
Wenn,56k-Modem,erste,56k-Modem,moderndem
verpöhnt,Mailattachement,ein,Mailattachement,Mailattachment
war,verpöhnt,Mailattachement,verpönt,verpönt
auf,Rechtshändrschere,einer,Rechtshändrschere,Rechtshänder
hat,Gefunzt,-,Gefenzt,Gefurzt
4,ca,Vor,ca.,ca.
und,Aufbaggerns,ständigen,Aufbaggerns,Ausbaggerns
gopher,telnet,-,Telnet,Leteln
usenet,gopher,telnet,Gopher,Gocher
und,usenet,gopher,zusendet,Usenet
bevor,facebook,und,Facebook,Facebook
cool,facebook,bevor,Facebook,Facebook
mit,bbs,war,bis,Ybbs
modem,4kbs,14,4kbs,Krebs
www,modem,4kbs,Modem,Modem
kam,www,modem,WWW,wo
wollte,sorry,-,sorry,Story
geben,stricherl,rotes,stricheln,stricheln
gab,Fidonetz,Im,Fangnetz,Idoneität
Adressen,Netmail,eigenartige,Email,Netzmail
Dann,Internauten,sog,Internaten,Internaten
at,ping,bei,ping,sing
eröffnet,at,ping,atz,AT
es,sauteuer,War,Steuer,saut euer
als,Gopher-,mehr,Gopher-,Gocher
mein,WWW-Inhalte,als,WWW-Inhalte,WO-Inhalte
2,Html,vor,Hotel,HTML
images,inline,und,inline,online
waren,images,inline,Images,Images
-,sonstwo,als,sonst wo,sonst wo
von,wertkarte,mit,wertkarte,Wertkarte
aus,telefonzelle,von,Telefonzelle,Telefonzelle
nummer,datex-p,die,Datex,Datex-p
angerufen,nummer,datex-p,Nummer,nummre
so,hahahaha,-,haha haha,Yamaha
es,is,so,ist,iss
-,YLine,-,Line,Ylide
FPÖ,Lillacher,ein,Lolacher,Villacher
Internet,FPÖ,Lillacher,FPÖ,SPÖ
grad,is,mir,ist,iss
aufgefallen,grad,is,grad,Grad
erinnern,internet,mal,Internet,Internet
gewesen,übergang,fließender,Übergang,überging
vom,türüüüü,das,türüüüü,Türmer
hab,modem,vom,Modem,Modem
ich,ohr,im,Ohr,Ohr
war,post,viel,Post,post
festhing,zimmertelefon,depperten,Zimmer Telefon,Zimmertelefon
erstellen,recherchen,festhing,Recherchen,Recherchen
waren,termine,oder,Termine,Termine
man,feierabende,die,Feierabende,Feierabende
-,tageszeitung,die,Tageszeitung,Tageszeitung
oder,Compuserve,Promotion-CD,Compuserve,Computer
der,Gratisstunden,die,Gratisstunden,Gratis stunden
horrend,End,am,End,Ende
-,HBP,unser,HBP,HBF
meiner,Servicedesk,Der,Servicedesk,Servicedeck
dem,ausser,und,Außer,außer
umstelle,gnädigerweise,Tasten,gnädiger Weise,gnädigerweise
als,Kulturinfos,Brauchbare,Kulturinfos,Kulturinfo-
1993,gabs,Wo,Gäbs,gab
In,Internetcafes,schon,Internetcafés,Internetsafes
-,Never,Österreich,Never,Jever
-,Hast rausgefunden wie man flüstert,-,Hast rausgefunden wie man flüstert,Hast rausgephunden wie man flüstert
-,Bitte bitte -D,-,Bitte bitte -D,Biette bitte -D
-,geht scho,-,geht scho,gehascht
-,Ja bitte das will ich unbedingt lesen -,-,Ja bitte das will ich unbedingt lesen -,Ja bitte dass will ich unbedingt lesen -
-,/f Einen Befehl den ich nie vergessen werde,-,/f Einen Befehl den ich nie vergessen werde,/ph Einen Befehl den ich nie vergessen werde
deutlich,kenn,Ich,kenn,kenne
stehen,goofy,Skateboard,Goofy,googel
Ich,regular,als,Regular,regulär
gehabt,Snowboarden,am,Snowboarden,Snowboardern
-,in ascii-varianten gabs sicher sowas,-,in ascii-varianten gabs sicher sowas,ASCII-varianten gabs sicher sowas
#,Gabel&Messer,Menschen,Gabelmaße,Gabel-Messer
#,goofy,ebenso,Goofy,googel
ich,find,Musikinstrumenten,find,finde
ich,wär,Klavier,wär,wäre
-,regular,tue,Regular,regulär
-,Unbedingt -,-,Unbedingt -,Unbedingt
wikimedia,//upload,http,Upload,Upload
org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,wikimedia,//upload,Wikipedia,Wikimedia
jpg,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,wikimedia,org.,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings
bei,jpg,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,jpg,Apg
-,rum,anders,rum,Rum
-,Ja bitte her damit -,-,Ja bitte her damit -,Ja biette her damit -
-,einen Gateway aus den USA bestellt der schon ein 14400er eingebaut hatte In Tokio waren aller rechner mit jap betriebssystem ausgestattet und das war mir dann doch zu heftig Damit bin ich dan täglich zum cyber shrine gepilgert,-,,einen Gateway aus den USA bestellt der schon ein 14400er eingebaut hatte In Tokio waren aller rechner mit jap betriebssystem ausgestattet und das war mir dann doch zu heftig Damit bin ich dan täglich zum cyber shrine gepilgert
-,Schöne Geschichte,-,Schöne Geschichte,Schlachtengeschichte
-,Oh ja bitte,-,Oh ja bitte,Ohh ja bitte
mein,Meinl,von,Meinl,Mein
-,designed,Rechtshänder,designed,designet
-,stilesproject -,-,Stiles Project,Projektilspitze-
-,Bereits Ende der 80iger auf Mupid BTX für das ZBP auf der WU eine Applikation programmiert dann auf einer der ersten PC-Expos ein 1200 Baud Modem erstanden und in den ersten Mailboxen und dann auf Blackbox unterwegs 1995 Beta-Tester von W95 und 1996 bei CompuServe bereits eine Preis für eine Homepage gewonnen - eine der ersten Seiten die mit Tables eine ergonomische Benutzerführung gezeigt hat Die ersten Bewegtbilder waren ein Eskimo Werbespot in unterirdischer Qualiät - aber sensationell für damals Heut flutscht HD über Chello und alles ist selbstverständlich,-,Stiles Project,Bereits Ende der 80iger auf Mupid BTX für das ZBP auf der WU eine Applikation programmiert dann auf einer der ersten PC-Expos ein 1200 Baud Modem erstanden und in den ersten Mailboxen und dann auf Blackbox unterwegs 1995 Beta-Tester von W95 und 1996 bei CompuServe bereits eine Preis für eine Homepage gewonnen - eine der ersten Seiten die mit Tables eine ergonomische Benutzerführung gezeigt hat Die ersten Bewegtbilder waren ein Eskimo Werbespot in unterirdischer Qualiät - aber sensationell für damals Heut flutscht HD über Chello und alles ist selbstverständlich
abgeschaut,Dad,meinem,Dad,Ad
der,Gespöt,zum,Gespött,Gespött
-,bei derstandard at posten zum Bleistift,-,bei derstandard at posten zum Bleistift,bei dersstandard at posten zum Bleistift
und,Goofy,fahre,Goofy,Googel
und,Goofy,fahren,Goofy,Googel
da,wär,Mir,wär,wäre
-Sturmgewehre,Linksäuger,keine,Linksäuger,Linkssäuger
ausgegeben,-Sturmgewehre,Linksäuger,-Sturmgewehre,-sturmgewehre
ist,Patronenauswurf,Der,Patronenauswurf,Patronenzufuhr
es,wär,da,wär,wäre
-,So was Scharfes in der Art -,-,So was Scharfes in der Art -,So was Scharphes in der Art -
-,Und seit 2013 einen Standard Account,-,Und seit 2013 einen Standard Account,Und sseit 2013 einen Standard Account
-,5 25 gabs für in die firma 3 5 für daheim das hab ich mir damals eingeprägt,-,5 25 gabs für in die firma 3 5 für daheim das hab ich mir damals eingeprägt,5 25 gabs phür in die firma 3 5 für daheim das hab ich mir damals eingeprägt
-,Wieviele Antworten waren richtig,-,Wievielte,Wieeviele Antworten waren richtig
-,Höhö 7 von 10,-,Höhe,Höhö 7 von 10
-,die zweite - die war aber zu leicht,-,die zweite - die war aber zu leicht,diee zweite - die war aber zu leicht
-,Buh 1 Prozent unter dem Durchschnitt Ein Glück dass das hier nicht die Krone ist,-,Buh 1 Prozent unter dem Durchschnitt Ein Glück dass das hier nicht die Krone ist,Buh 1 Prozent unter dem Durchschnitt Ein Glück daß das hier nicht die Krone ist
-,Und sonst nichts richtig,-,Und sonst nichts richtig,Und ssonst nichts richtig
-,fünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt,-,fünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt,phünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt
hat,fpö,die,FPÖ,SPÖ
-,rausgerissen,mich,rausgerissen,ausgerissen
Bildung,zuviel,und,Zuviel,Zuviel
abend,Sa,für,Sa,San
-,abend,Sa,Abend,Abend
aber,*hust*,angeben,hüst,huste
-,angeber,-,Angeber,Angeber
vielleicht,läufts,Mal,läufst,läufst
einfach,[zu,-,[zu,zu
-,sein],nicht,sein],sein
nicht,derstandard,sollte,der Standard,Aderstandard
meibe,dsuernd,nicht,dauernd,dauernd
postibgs,meibe,dsuernd,meine,meine
löschen,postibgs,meibe,Postbus,postgültig
auf,VS,der,VS,VS.
links,Stäbchenessen,rechts,Stäbchenessen,Stäbchen essen
i,Rechtshänderwerkzeugen,den,Rechtshänder Werkzeugen,Rechtshändlerwerkzeugen
ich,bräucht,Lesen,braucht,bräuchte
ein,werch,Spiegel,welch,weich
-,illtum,ein,Illatum,Illuminat
Würde,WISSENSCHAFTS-Newsletter,einen,WISSENSCHAFTS-Newsletter,Wissenschafts-Newsletter
Wert,Obulus,einen,Obolus,Obolus
zur,analogie,die,Analogie,Analogie
ist,fpö,zur,FPÖ,SPÖ
einen,Posting,eigenen,Hosting,Posting
dann,habs,Aber,Habes,hab
-,-D,geraten,-D,AD
als,halblustig,Besser,halblustig,halb lustig
-,-P,unlustig,-P,-PO
6/10,Najoooo,-,Najoooo,Navajo
-,Postings,eigene,Hostings,Postings
von,Posting,kein,Hosting,Posting
3,FS,von,FS,FIS
oder,Steno,beim,Steno,Stent
-,jössas,5/10,Jozas,Massas
in,masse,breite,Maße,Masse
was,Under,-,Wunder,Änder
verblasst,Sherlock,Kombinationsgabe,Sherlock,Herlocke
habe,FPÖ-Frage,Die,FPÖ-Frage,SPÖ-Frage
zu,FPÖ-Frage,die,FPÖ-Frage,SPÖ-Frage
eine,tendentiell,sie,tendenziell,tendenziell
-,quote,schlechtere,Quote,Quote
drink,don't,-,Donat,Donut
and,drink,don't,Drink,trink
post,and,drink,an,ans
-,post,and,Post,post
zu,spaß,-,spaß,Spaß
hätte,Sherlock,-,Sherlock,Herlocke
-,Linksfüßer,und,Linksfüße,Linksfüßler
bitte,[Ja,75,[Ja,ja
sic,TeilnehmerInnen,der,Teilnehmerinnen,TeilnehmerInnen
hatten,sic,TeilnehmerInnen,sic,cis
-,-p,mehr,-p,-po
Norris,Chuck,-,Chuck,Check
hätte,Norris,Chuck,Norris,Morris
ohne,posten,-,posten,Posten
zu,artikel,den,Artikel,Artikel
Acht,ausser,nicht,Außer,außer
Jimmy,senior,Bush,senior,Senior
Carter,Jimmy,senior,Jimmy,Jim
und,Carter,Jimmy,Carter,Harter
-,Ouch,20%,Couch,Euch
in,lateinprüfungen,den,Latein Prüfungen,Tateinprüfungen
-,weltmeister,wohl,Weltmeister,Weltmeister
mir,muß,ich,muss,muss
halloooo,einsendeschluss,eigentlich,Einsendeschluss,Einsendeschluss
-,halloooo,einsendeschluss,halloooo,hallo
ist,posting,ihr,Hosting,Postieren
-,plagiat,ein,Plagiat,Plagiat
aber,grönlandwal-frage,die,grönlandwal-frage,Grönlandwal-frage
u,rechtshaenderin,bin,Rechtshänderin,Rechtshänderin
als,karriere,einer,Karriere,Karriere
steht,wissenschafter,als,Wissenschaftler,Wissenschaftler
jetzt,mußte,-,musste,musste
lachen,Posting,mein,Hosting,Posting
ich,Holler,welchen,Holler,Holle
vom,hab's,ich,hab's,Habits
reden,Foromaten,dem,Formaten,Formaten
Es,Linksfüßer,sind,Linksfüße,Linksfüßler
an,tätigkeit,die,Tätigkeit,Tätigkeit
Führungsauge,Linksfüßer,Linkshänder,Linksfüße,Linksfüßler
haben,Wieviel,-,Wie viel,Wievielt
hier,Community-Quiz,ersten,Community-Quiz,Kommunität-Quiz
Nun,*Hust*,also,Hüst,huste
ich,hätt,drei,hätt,hätte
aber,habs,können,Habes,hab
s,tjo,zugeteilt,Tajo,tja
isch,läibn,s,Laib,Leibniz
hoat,isch,läibn,sich,sich
wobei,hoat,isch,hat,hat
an,ratschlag,der,ratschlag,Ratschlag
doch,posten,zu,posten,Posten
at/statuten/,//atheistische-religionsgesellschaft,http,//atheistische-religionsgesellschaft,atheistische-religionsgesellschaft
-,at/statuten/,//atheistische-religionsgesellschaft,atz,statutengemäß
also,naja,50%,naja,Maja
Kacke,FPÖ,die,FPÖ,SPÖ
60%,wow,-,wow,wo
des,ausser,keinen,Außer,außer
mal,wärs,Wie,wär,wärst
über,Community-Quiz,einem,Community-Quiz,Kommunität-Quiz
-,Community-Quizze,über,Community-Quizze,Kommunität-Quizze
am,cafe,Kleinunternehmer,Café,Safe
soviel,zB,wie,zu,dB
verbrauch,senf,soviel,Senf,Senf
verkauft,würstel,soviel,Würstel,Würste
einen,lehrbub,der,lehrbar,Lehrbub
senf,kübel,einen,Kabel,Kübel
fallen,senf,kübel,Senf,Senf
Dg,inkl,Brutto,inkl.,inkl.
und,Dg,inkl,DAG,Mg
60%,Dz,und,Da,Hz
erklären,Polit-Mischpoche,die,Polit-Mischpoche,Polit- Mischpoche
einsparen,nix,man,nix,Unix
gehen,öbb-ler,kann,obbaler,Böbig-ler
sind,Pense,die,Pensa,Sense
geht,Magistratlern,Wiener,Magistralen,Magistratseigen
grad,moment,im,Moment,Moment
besser,grad,moment,grad,Grad
das,kollegen,meine,Kollegen,Kollegen
würde,teilzeit,als,Teilzeit,teil zeit
mehr,teilzeit,meiner,Teilzeit,teil zeit
die,kollegen,manche,Kollegen,Kollegen
zufrieden,woche,stunden,Woche,Woche
sonst,weils,müssen,Weils,weil
gibt,nix,sonst,nix,Unix
auf,teilzeit,von,Teilzeit,teil zeit
umsteigt,vollzeit,auf,Vollzeit,Sollzeit
und,kids,keine,Kids,Kids
is,kredit,kein,Kredit,Kredit
mal,is,kredit,ist,iss
gründen,wg,wichtigste,weg,weg
aufnehmen,leute,nur,Leute,Leute
auch,is,versteht,ist,iss
und,möglichkeit,eine,Möglichkeit,Möglichkeit
sieht,hamsterrad,ein,Hamster Rad,Hamsterrad
aus,leiter,eine,Leiter,leider
mit,saucenschöpfer,sind,Saucen Schöpfer,herausschöpfen
da,schnabel,mit,Schnabel,Schnabel
rinnt,sauce,die,sauce,Sauce
-,teller,den,teller,Teller
Mit,usw,aufbauen,usw.,usw.
komme,Gartenhäusls,geerbten,Gartenhäusls,Armenhäuslers
50qm,Gemeidebau-Wohnung,durch,Gemeindehaus,Gemeindebau-Wohnung
to,boerse,der,Börse,Soerser
runtergesaugt,to,boerse,tot,tot
ein,runtergesaugt,to,runtergesaugt,runter gesaugt
und,mountainbike,nettes,Mountainbike,Mountainbike
viele,10EUR/Monat,um,10EUR/Monat,neunmonatig
die,Hobbies,den,Hobbies,Hobbes
Heinz,Dr,beneidet,Dr.,Dur
Freigeist,Anderle,Heinz,Andere,Enderle
vom,großteils,sie,Großteiles,großteils
beschrieben,Jahoda,Marie,Jagoda,Idaho
tätig,Gebbieten,naturwissenschaftlichen,Gebieten,Gebieten
ist,insgesammt,Aber,insgesamt,insgesamt
-,Latourisierungswelle,einer,Latourisierungswelle,Säkularisierungswelle
mir,geht's,Gefühlsmäßig,geht's,gehascht
kann,ich's,lang,ich's,ich
an,Zedrak,weitgehend,Zerdrück,Zeder
oebb,//blog,http,Blog,Blog
at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,oebb,//blog,ob,Ebbe
woher,at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,oebb,atz,faktenorientierter-gehen-nicht-mit-50-in-pension/
Computermaus,ontopic,-,Topic,Octopin
dass,Dh,bleiben,Du,Eh
20%,ca,mehr,ca.,ca.
besonders,habens,jungen,Habens,Habens
-,regular,doch,regular,regulär
mehr,reisst,Die,reißt,reißt
-,auseinanderdrückt,Klingen,auseinanderdrückt,auseinanderrückt
meine,moechte,Ich,möchte,möchte
Anscheinend,loeschen,Registrierung,löschen,löschen
könne,ok,völlig,ok,Lok
ich,daß,geführt,dass,dass
mache,lieber/besser,desto,lieber/besser,Nesselfieber
wenn,komplikationen,zu,Komplikationen,Komplikationen
ist,tisch,am,tisch,Tisch
fällt,Bankomaten,den,Bankomaten,Banktomaten
für,etc,Schere,etc.,et
beim,gezwungenermassen,man,gezwungenermaßen,gezwungenermaßen
Getriebe,unsynchronisiertes,Bundesheer,synchronisiertes,einsynchronisiertes
de/folg,linkshaenderberatungsstelle,//www,linkshaenderberatungsstelle,Auswandererberatungsstelle
htm,de/folg,linkshaenderberatungsstelle,de/folg,demzufolge
-,htm,de/folg,hat,HTML
von,Lateralisation,Die,Naturalisation,Materialisation
haben,linkshänder,wir,Linkshänder,Linkshänder
teilweise,glück,das,glück,Glück
scheren,saukrallig,weniger,saukrallig,Sakralkönig
ich,beherrsch,scheren,beherrsch,beherrsche
gehts,alltag,den,Alltag,Alltag
aber,gehts,alltag,gehst,gehst
auf,hirn,das,Hirn,Hirn
und,trab,auf,trab,brat
sein,beidfüssig,und,beidfüßig,beidfüßig
Verwischen,bisserl,a,bisserl,Busserl
mit,H&M-Herrenhosen,-,H&M-Herrenhosen,HÄM-Herrenhosen
einmal,Stäbchenhalten,das,Stäbchenhalten,Stäbchen halten
mach,etc,halten,etc.,et
grün=rechts,rot=links,unterwegs,rot=links,linkstotal
-,grün=rechts,rot=links,grün=rechts,Grabungsrechts
und,Linksfüßer,rechtshändige,Linksfüße,Linksfüßler
bekannt,Linksäuger,keine,Linksäuger,Linkssäuger
-,GWD,als,GWD,GWH
mit,saucenschöpfer,-,Saucen Schöpfer,herausschöpfen
und,schnabel,mit,Schnabel,Schnabel
vom,messer,noch,Messer,Messer
habe,fischbesteck,vom,Fischbesteck,Fischbesteck
-,seite,falschen,Seite,Seite
jemand,Weiss,-,Weiss,Weise
für,Kaffeehäferl,man,Kaffeetafel,Kaffeewärmer
da,Sparschäler,die,Spar schaler,Sparschäler
de/a_lnk_produkte_details,linkshaender,//www,Linkshänder,linksdrehender
html,de/a_lnk_produkte_details,linkshaender,de/a_lnk_produkte_details,Naturprodukteherstellers
artikelnr=lnk01-10250,html,de/a_lnk_produkte_details,html,HTML
-,artikelnr=lnk01-10250,html,Artikeln,Lexikonartikel-10250
*,Rechtshänderprodukte,Ärgerliche,Rechtshänder Produkte,Rechtshändlerprodukte
mit,Häferl,und,Hafer,Schäfer
links,Schnaupe,einseitiger,Schnaupe,Schnauze
*,Bankomaten,*,Bankomaten,Banktomaten
Handwerkzeuge,elektr,alle,elektr.,elektr.
etc,Flex,Bohrer,Flex,Ilex
*,etc,Flex,etc.,et
etc,etc,*,etc.,et
Überraschend,etc,etc,etc.,et
Emaillehersteller,öst,berühmter,öst,ölst
wegen,Emaillehersteller,öst,Emaille Hersteller,Spielehersteller
sind,Häferl,der,Hafer,Schäfer
in,OK,-,OK,LOK
-,easy,ganz,easy,Ecstasy
rechts,StG,dem,Steg,EStG
Links,golf,auch,golf,Golf
habe,linkshänder,als,Linkshänder,Linkshänder
erlebt,beeinträchtigung,eine,Beeinträchtigung,Beeinträchtigung
aber,füllfeder,der,füllender,füll feder
ah,naja,aber,naja,Maja
wir,gegenteil,im,Gegenteil,gegen teil
-,vorteile,sogar,Vorteile,voreile
->,autofahren,-,Autofahren,Autofahren
lenkt,hand,stabilere,hand,Hand
->,gitarre,-,Gitarre,Gitarre
greift,hand,geübtere,hand,Hand
-,akkorde,die,Akkorde,Akkorde
->,bowling,-,bowling,Bowling
hält,ölfilm,linker,Ölfilm,Ölfilm
und,skateboard,-,skateboard,Skateboard
wir,snowboard,und,snowboard,Snowboard
-,usw,aus,usw.,usw.
mit,wär,das,wär,wäre
die,Espressoheferln,diese,Espressoheferln,Espressomaschinen
15,ca,mit,ca,ca.
mit,Sauklau,absolute,Säkula,Sau klau
total,80ern,und,80ern,Lernern
und,transkipiert,Links,transkribiert,transkribiert
wir,-obwohl,Rechts,-obwohl,obwohl
zu,richt,Schuhbänder,richte,riecht
-,Augenschmauss,ein,Augenschmaus,Augenschmaus
http,Sowas,-,Sodas,Sodas
com/at/de/catalog/products/70149465/,ikea,//www,Ikea,Ikea
sind,Rechtsgelenkten,den,Rechtsgelenkten,Rechts gelenkten
ist,Schaltküppel,der,Schaltknüppel,Schaltknüppel
de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,sueddeutsche,//www,süddeutsche,süddeutsche
93361-8,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,sueddeutsche,de/kultur/bildstrecke-bin-laden-jolie-und-einstein-prominente-linkshaender-1,Kulturheidelbeerstrauch-bin-laden-jolie-und-einstein-prominente-linkshaender-1
Einstein,Jolie,Highlights,Jolie,Jolle
Bin,Lowlight,Das,Loslacht,Lightshow
Wirkung,allzuviel,nicht,allzu viel,allzu viel
übrigens,wär,schön,wär,wäre
ungefähr,Ungustln,an,Ungunsten,Ungunst
mit,linkshänder,als,Linkshänder,Linkshänder
ball,Fuss,keinen,Fuß,Fuß
könnte,ball,Fuss,ball,Ball
mit,ball,einen,ball,Ball
-,zB,werfen,zu,dB
newsletter,kultir,wöchentlichen,Kultur,Kultur
würde,newsletter,kultir,newsletter,Newsletter
um,Gehts,können,Gehst,Gents
über,vwa,meine,via,via
und,them,dieses,Thema,Themse
zb,wieviele,wissen,wievielte,wievielte
nicht,zb,wieviele,zu,ab
sind,linkshänder,nur,Linkshänder,Linkshänder
durch,auge,linken,Auge,Auge
eine,fernrohr/,ein,Fernrohr,Visierfernrohr
schauen,kamera,eine,Kamera,Kamera
fahren,goofy,und,Goofy,googel
alles,grün=,angelernt,grün=,grün
rot,seite,gleichen,Seite,Seite
15,ca,vor,ca.,ca.
ein,Gitarrespielen,beim,Gitarre spielen,Gitarre spielen
lästig,Weiters,-,Weiteres,Wetters
mit,Linkshand-Schweizermesser,genialen,Linkshand-Schweizermesser,Linkshand-Schweizergasse
Korkenzieher,gewendeltem,andersrum,gewandeltem,gewendeltem
usf,usw,Dosenöffner,usw.,usw.
-,usf,usw,usf.,Usus
dort,sowas,Oder,so was,Iowas
auch,gibts,dort,gibst,gibst
lafueliki,//www,http,WWW,//www
de/haushaltswaren/links-und-rechtshaender-sossenkelle,lafueliki,//www,lafueliki,ladylike
html,de/haushaltswaren/links-und-rechtshaender-sossenkelle,lafueliki,Haushaltswaren,Delikatesswarenhandlung-und-rechtshaender-sossenkelle
-,html,de/haushaltswaren/links-und-rechtshaender-sossenkelle,Hotel,HTML
-,youp,-,Yous,Coup
-,erfahrungen,Irgendjemand,Erfahrungen,Erfahrungen
abmelden,newsletter-abo,mein,newsletter-abo,Newsletter-abo
auf,Schnabl,mit,Schnabel,Schnabel
Dosenöffner,mMn,sind,man,min
Hülsenauswurf,bzw,Verschluss,bzw.,bzw.
die,Ojaaaa,-,Jaana,Ojaaaa
bei,Bevölkerungeher,der,Bevölkerung eher,Bevölkerung eher
linkshaender,//www,http,WWW,//www
de/a_lnk_produkte_details,linkshaender,//www,Linkshänder,linksdrehender
html,de/a_lnk_produkte_details,linkshaender,de/a_lnk_produkte_details,Naturprodukteherstellers
artikelnr=lnk01-10279,html,de/a_lnk_produkte_details,Hotel,HTML
Diese,artikelnr=lnk01-10279,html,Artikeln,Lexikonartikel-10279
-,sni,-,sie,ins
sind,rechtshänder,alle,Rechtshänder,Rechtshänder
aus,linkshänder,sind,Linkshänder,Linkshänder
ihres,sicht,der,Sicht,siecht
-,gegenübers,ihres,Gegenübers,Gegenübers
Den,Flex,Bohrer,Flex,Ilex
symetrisch,bzw,flexibel,bzw.,bzw.
dreh-,symetrisch,bzw,symmetrisch,symmetrisch
Selbst,Funkenschürzen,und,Funkenschürzen,Funken schürzen
habe,rechtsfuß,zwar,rechtsfuß,Rechtsfuß
viel,kind,als,Kind,Kind
schieße,tore,besser,Tore,rote
eh,ball,den,ball,Ball
eh,weils,erwische,Weils,weil
ist,fuß,schwache,fuß,Fuß
halte,hehe,-,hohe,gehe
net,gibt's,Sorte,gibt's,gibt
viel,net,gibt's,nett,et
für,Nunchaku,mein,Nachhake,Chanukka
at/,//derstandard,http,der Standard,Rassestandard
id=1122713,at/,//derstandard,at/,AT
nicht,bzw,erhalten,bzw.,bzw.
sind,Meinl-Häferln,Die,Hafern,Mein-Häferln
kein,tät,geben,tät,rät
auch,Linkshänderschere,einer,Linkshänder schere,Linkshänder schere
umgibt,Linkshänderprodukten,mit,Linkshänder Produkten,Linkshändlerprodukten
quasi,sih,man,sieh,sieh
ab,Rechtshänderwelt,dominierenden,Rechtshänder Welt,Rechtshändlerwelt
ein,Linkshändertum,das,Linkshändertum,Linkshänder
nicht,hat's,mir,hat's,satthat
nicht,merk's,ich,Merks,Merkurs
fahren,goofy,-,Goofy,googel
Goofy,Öffis,und,Offiz.,Steffis
ist,Goofy,Öffis,Goofy,Googel
-,vwa,ist,via,via
bin,draufgekommen,ich,draufgekommen,drauf gekommen
com/9kTluTI,imgur,//i,im Gur,immatur
