left context,original word,right context,word correction,hun correction
ich,dacht,hat,dacht,sacht
doch,vl,mir,vgl.,al
geantwortet,Küsser,Oma,Kesser,Küsse
mit,stehts,wie,stehst,stets
Wesen,interdimensionale,Beispiel,interdimensionale,vierdimensionale
Im,brrrr,Kristallschädel,Burr,bizarr
genannt,Fiona,auch,Fiona,Fiktional
at,mobil@derstandard,an,mobil@derstandard,Kalibrierstandard
des,Schriftgrösse,Die,Schrittgröße,Schriftgröße
-,A+,dem,A+,Aa
ändern,Top-Toolbar,der,Top-Toolbar,Top-Tool bar
^^,Runnings,Cool,Brünings,Rundging
das,Enterprise,die,Enterprise,Ernteprise
Trader,Forex,wollte,Foren,Foren
bei,Trader,Forex,Trader,Trauer
muss,Sorry,werden,Sorry,Story
eilig,habens,dort,Habens,Habens
zu,kindern,mit,kindern,Kindern
bis,arveite,ich,arbeite,arbeite
ist,Widescreen,Modus,Widescreen,Widerreden
unten,Homebutton,der,Homebutton,Homecomputern
geben,Topic-Scrollleiste,die,Scroll leiste,Topik-Scrollleiste
offense,No,*,No,Not
Aber,offense,No,offense,offenes
Das,grottenhässlich,ist,grottenhässlich,grottenhäßlich
Version,e-paper,die,e-paper,-paper
on,Keep,Test,Keep,Jeep
the,on,Keep,on,in
work,good,the,good,Godot
-,work,good,work,York
der,Grisu,Jahre,Graus,Ugrisch
König,Dr,beim,Dr.,Dur
wechseln,Nautikstudium,ein,Nautik Studium,Nautikstudent
bisher,Seediensttauglichkeitszeugnis,kein,Seediensttauglichkeitszeugnis,Untauglichkeitskriterien
Jetzt,Saunawachlerin,aber,Saunawachlerin,Saunawachserin
-,derStandard,auf,der Standard,der Standard
Meine,Anthropophag,-,Anthropophage,Anthropophage
-,Fussballticker,funktionsfähige,Fußball Ticker,Fußballerischer
in,hängs,Ich,Hangs,hängst
Aber,gezeichnet^^,dahin,gezeichnet^^,gezeichnet
-,LOL,nicht,LOL,LOS
und,Amaturbrett,am,Amaturbrett,Amateurbrett
wo,irg,klickt,arg,birg
Gerät,KitKat,4,KitKat,Kita
Dr,Now,-,Not,New
Menville,Ernest,Dr,Ernest,Ernst
always,Menville,Ernest,Melville,Villen
felt,always,Menville,Alays,Cutaways
life,felt,always,fehlt,fehlt
begins,life,felt,lief,liefe
at,begins,life,Begins,beginn
50,at,begins,atz,AT
Ich,@Artikel,weg,@Artikel,Artikel
geworden,isses,Was,Issas,Risses
jpg,com/i/cthwbt4c3789voc4j,//666kb,vom,com/i/cthwbt4c3789voc4j
fasziniert,Magie/Alchemie,von,Magie/Alchemie,Magnetochemie
herauskristallisiert,#1,Interessensgebiet,#1,#
-,community,zur,community,Kommunität
lang,Lahre,145,Lahrer,Lahr
autodesigner,od,Terrorist,öd,Iod
hat,autodesigner,od,Auto Designer,Autodesigner
design,richtung,in,Richtung,Richtung
entwickelt,design,richtung,design,Design
6,ca,Mit,ca.,ca.
oder,hollywoodstar,6,Hollywood Star,Hollywoodstar
würg,schlagersänger,oder,Schlagersänger,Schlagersänger
besser,ichs,wußte,Ichs,ich
-,berufswunsch,einen,Berufs wünsch,Berufswunsch
auf,angfressen,schon,angefressen,anfressen
wikimedia,//upload,http,Upload,Upload
org/wikipedia/commons/thumb/4/49/PlayStation-DualShock,wikimedia,//upload,Wikipedia,Wikimedia
jpg/1280px-PlayStation-DualShock,org/wikipedia/commons/thumb/4/49/PlayStation-DualShock,wikimedia,org.,org/wikipedia/commons/thumb/4/49/PlayStation-DualShock
Ich,jpg,jpg/1280px-PlayStation-DualShock,jpg,Apg
der,Toolbar,unteren,Toolbar,Tool bar
-,Poser,Linker,Poser,Pose
in,millionärin,-,Millionärin,Millionärin
klamotte,schilling,in,schilling,Schilling
aus,klamotte,schilling,Klamotte,Klamotte
bin,autobus,knallroten,autobus,Autobus
dass,draufgekommen,spät,draufgekommen,drauf gekommen
-,handel,berufe,Handel,handel
berühmt,werd,und,werde,werd
Und,rumflattern,Nacht,rumflattern,umflattern
Städte,SeaQuest,alle,Sequester,Seequast
wäre,Sparziergeher,und,Sparziergeher,Sparzierseher
ich,Soabald,-,Sobald,Sobald
Store,Play,dem,Play,Pley
-->,Store,Play,Store,Sorte
-,STand,aktuellen,Stand,Stand
wenn,gemeinsamkeiten,immer,Gemeinsamkeiten,Gemeinsamkeiten
sehe,Freundesbüchern,-,Freundesbüchern,Freundespflicht
Hab,ineressiert,nicht,interessiert,interessiert
gemacht,HTL,dann,HTL,HL
Die,bedeudet,Eltern,bedeutet,bedeutet
auf,engineer,-,Engineering,Reengineering
nun,raumschiff,einem,Raumschiff,Raumschiff
administrator,system,ich,System,System
in,administrator,system,Administrator,Administrator
nicht,konzernen,weltweiten,Konzernen,Konzernen
mich,koennte,daran,könnte,könnte
in,entwicklung,fuer,Entwicklung,Entwicklung
oder,cybernetic,in,Kybernetik,kybernetisch
sehen,lebensformen,automatischer,Lebensformen,Lebensformen
steht,staffelei,eine,Staffelei,Staffelei
küsst,muse,die,Muse,Muse
verseucht,Lechner,Auguste,Lechner,Rechner
Mark,stronaut,u,Astronaut,Astronaut
im,Brandis,Mark,Brandis,Brands
können,physik,mit,Physik,Physik
-,chemie,und,Chemie,Chemie
schauspieler,musiker,-,Musiker,Musiker
polizist,schauspieler,musiker,Schauspieler,schauspielre
irgendwas,polizist,schauspieler,Polizist,Polizist
oder,OMV,der,OMV,VOM
geändert,Stationsvorstand,auf,Stationsvorstand,Sektionsvorstand
anbietet,Wifi,das,Wiki,Wiki
im,Legospielen,ganztägiges,Legospielen,Lego spielen
weil,Palmersfiliale,einer,Palmersfiliale,Pfarrersfamilie
so,Dressen,grünen,Dressen,Dresden
-,Liftboy,*,Lift Boy,Luftboy
Reihe,Civilization,der,Civilization,Zivilisation
kennt,uh,geübt,uh,Kuh
https,Ökolopoly,jemand,Ökolopoly,Ökologe
//www,https,Ökolopoly,https,http
-,Civ,auf,Cave,Div
Earth,Beyond,-,Beyene,Betonend
umsteigen,Earth,Beyond,Earth,Barth
einen,Warming,Global,Warnung,Warmring
in,Grant,Dr,Grant,Gran
ich,vergangenheits,liest,Vergangenheit,Vergangenheitsdaten
wolltest,terrorist,nicht,Terrorist,Terrorist
konvertieren,islam,zum,Islam,Islam
Darob,Paläantologe,oder,Paläontologe,Paläontologe
hab,Darob,Paläantologe,Dar ob,Darob
-,Ams-Betreuer,-,Am,Amts-Betreuer
Ibaka,Antoine,mit,Antoine,Antoinette
und,Ibaka,Antoine,Abaka,Akaba
Grischa,Stroganoff,Iwan,Stroganoff,Ganzstoff
Romen,Grischa,Stroganoff,Griesche,Wagrisch
Die,Romen,Grischa,Roman,Rosen
-,Hobbies,meine,Hobbies,Hobbes
-,Naturwissenschaft/Technik,-,Naturwissenschaft/Technik,Naturwissenschaftstechnik
-,Frühpensionist,Jahre,Frühpensionist,Frühpensionierst
Ritter,Jedi,-,Jedi,Jede
Kinn,Innauers,Toni,Innauers,Nassauers
Richards,Keith,dann,Keith,Keilit
me,start,aber,Start,Start
up,me,start,mea,ms
hab,up,me,um,um
know,you,and,Yous,YouTube
it,know,you,Knop,Knox
never,it,know,ist,IT
work,never,it,neuer,nerve
in,work,never,werk,York
tuning,regular,in,Regular,regulär
-,tuning,regular,Tuning,Turing
an,Pensionist,Berufswunsch,Pensionist,Pension ist
hochgeladen,Playstore,den,Playstore,Plastome
&gt,Android-Versionen,auf,Androide,Android-Versionen
=,&gt,Android-Versionen,gut,ggT
aufgeben,traum,deinen,Traum,Traum
Hagi,Gheorghe,Kind,Gheorghe,Georgshöhe
werden,Hagi,Gheorghe,Hagi,Hai
dann,Totti,Später,Tutti,Tito
Stam,Jaap,dann,Jaap,Japan
-,Stam,Jaap,Stamm,Sam
krieg,Nerd-Punkte,viele,Nord,Nord-Punkte
von,nachlernen,das,nachlernen,nach lernen
-,totschlagargument,ein,Totschlag Argument,Totschlagargument
mit,Möglivhkeit,eine,Möglichkeit,Möglichkeit
Tablet,Android,einem,Androide,Android
die,Tablet,Android,Tablett,Tablett
die,Chrome,in,Chrome,Chrom
Hoferbin,entfleuchte,eine,entfeuchte,entfleuchte
Allerdings,Hoferbin,entfleuchte,Hoferben,Hoferbin
Ausbildung,landw,meiner,Land,lande
Viele,umentschieden,Ausbildung,unentschieden,umentschieden
kamen,MitschülerInnen,Viele,Mitschülerinnen,MitschülerInnen
bla,bla,Österreich,blau,blau
wo,projekte,wieder,Projekte,Projekte
brauchen,fluchtfahrer,gute,flucht Fahrer,Fluchtfahrer
-,referenzen,sie,Referenzen,Referenzen
posten,für's,Danke,fürs,fürs
wenn,Ausschliessungsgrund,ein,Ausschliessungsgrund,Schließungsgrund
ich,prinzip,im,Prinzip,Prinzip
-,stimmts,Agrar-Förderungen,stimmst,stimmst
dort,Ui,-,Uni,Uni
Klimperer,Raschler,paar,Raschle,Raschle
werden,Klimperer,Raschler,Klimpere,Klemperer
priorisiert,Windsichtung,einer,Windsichtung,Winddichtung
-,tztz,-,Titz,jetzt
Bites-Zitat,Reality,ein,Reality,Realcity
versteckt,Bites-Zitat,Reality,Bytes,Bits-Zitat
com/pulse/vfs-public/v2012/store/writing/writing-equipment/eraser/br-80/br-80-eraser,pelikan,//www,Pelikan,Pelikan
jpg,group,com/pulse/vfs-public/v2012/store/writing/writing-equipment/eraser/br-80/br-80-eraser,group,Groupie
Papst,Ballettänzer,-,Balletttänzer,Balletttänzer
wie,jmy,Kollegin,Jimmy,jmd.
-,Gun,Top,Gun,Gnu
-,button,vorwärts,button,Button
zum,'zurück,-,'zurück,zurück
link,Artikel',zum,Artikel',Artikel
Oder,SF-Leserin,begeisterte,SF-Leserin,SO-Leserin
Amun,Anch,Tut,Nach,Aich
gibt,Amun,Anch,Amin,Amun
kommentiert,Trottelberuf,ein,Trottel beruf,Trottelhaft
für,Foundation,der,Foundation,Fundsituation
kindergärtnerin,lebensalter,nach,Lebensalter,Lebensalter
hatte,kindergärtnerin,lebensalter,Kindergärtnerin,Kindergärtnerin
im,lehrerin,liebe,Lehrerin,Lehrerin
und,hanni,internat,Hanni,Johanni
zeiten,nanni,und,Nanni,Annan
ich,preispickerl-aufkleberin-beim-konsum,zeiten,preispickerl-aufkleberin-beim-konsum,preispolitisch-aufkleberin-beim-konsum
damals,preispistolen,diese,preis Pistolen,Preispistolen
zu,fitnesstrainerin,super,Fitness Trainerin,Fitnesstrainerin
im,skigymnastik,dauernd,Skigymnastik,Skigymnastik
was,pubertät,der,Pubertät,Pubertät
was,studiums,des,Studiums,Studiums
verdienen,geld,man,geld,Geld
personalwesen,bereich,im,Bereich,Bereich
und,personalwesen,bereich,personalwesen,Personalwesen
also,organisation,und,Organisation,Organisation
aus,mischung,eine,Mischung,Mischung
wurden,abgenickt,desinteressiert,abgeknickt,abgenickt
war,Polizei/Militärakademie-phase,einer,Polizei/Militärakademie-phase,Polizei-Militärakademie-phase
gehasst,Viehböck,den,Viehböck,Viehböcke
-,Lehrer/in,-,Lehrer/in,Lehrerin
ist,fluchtfahrern,bei,flucht Fahrern,Fluchtfahrern
-,safe-knackern,bei,Safe,Safe-knackern
möchte,überfracbten,Programmen,überfrachten,überfrachten
auf,Preispickerl-aufkleberin,-,Preispickerl-aufkleberin,Aufklebeadressen
-,kalifen,des,Kalifen,Kalifen
aber,traininert,Nicht-Kitzlig-Sein,trainiert,trainiert
zu,Finanzen/Geld,mit,Finanzen/Geld,Finanzendgeld
glotzen,Kastl,ins,Kästle,Kaste
und,Jagflieger,gesagt,Jagflieger,Jagdflieger
oder,Spitfire,einer,Spitfire,Spitzire
auf,kind,von,kind,Kind
-,feuerwehrmannwerdenphase,will,feuerwehrmannwerdenphase,Fürwahrgehaltenwerden
Wurde,hackln,donnerstags,Hackl,hacken
ein,hehe,-,hohe,gehe
noch,wochen,paar,Wochen,Wochen
stam,jaap,den,Jaap,Japan
hab,stam,jaap,stamm,samt
überlegt,augenblick,einen,Augenblick,Augenblick
zu,stricherl,rotes,stricheln,stricheln
-,Fußballerfrau,gibt,Fußballerfrau,Fußballerdfrau
eher,büro,wobei,Büro,Büro
der,endpunkt,lustige,Endpunkt,Endpunkt
bauer-soldat-punkrocker,traumkette,der,traumkette,Traumkette
ist,bauer-soldat-punkrocker,traumkette,Punkrock er,Bauer-soldat-punkrocker
balance,work-life,menschen,work-life,York-life
und,balance,work-life,balance,Balance
gibts,rss,-,riss,riss
id=1850853,at/,//derstandard,at/,AT
mit,Kleingärner,zum,Kleingärtner,Kleingärtner
davon,vorstellung,klare,Vorstellung,Vorstellung
dafür,begründungen,kindliche,Begründungen,Begründungen
zeichne,lineal,dem,lineal,Lineal
innerhalb,leidenschaften,andere,Leidenschaften,Leidenschaften
hinzu,berufsfeldes,meines,berufsfremdes,Berufsfeldes
für,faible,gewisses,Faible,Faible
aber,forschung,für,Forschung,Forschung
-,schattenseiten,seinen,Schattenseiten,Schattenseiten
mit,Legasteniker,als,Legastheniker,Legastheniker
war,Gym,dem,Gym,Gysi
träumen,Kind/Jugendlicher,Als,Kind/Jugendlicher,Jugendfreundlicher
unterschiedlich,Alterstufe,nach,Altersstufe,Alter stufe
Matrose,Taka-Tuka-Land,in,Taki,Tara-Tuka-Land
Instrumentenbauer,Pinguinforscher,Raumschiff,Pinguinforscher,Pinguin forscher
wenn,Hm,Instrumentenbauer,Hm,Häm
weit,gaaanz,Wunsch,ganz,ganz
aber,Raumschiffkapitän,wieder,Raumschiffkapitän,Raumschiffskapitän
Mist,rum,Server,rum,Rum
aufdrängen,bisserl,ein,bisserl,Busserl
mich,freu,ich,freu,frei
macht,spaß,dir,spaß,Spaß
oder,Koenig,-,Koenig,König
Kapitaen,spaeter,dann,später,später
Aber,Kapitaen,spaeter,Kapitän,Kapitän
Die,ausuebt,heute,ausübt,ausübt
halt,weils,passiert,Weils,weil
war,Moeglichkeit,beste,Möglichkeit,Möglichkeit
man,Koennte,hat,Könnte,Könnte
aber,jacke,coole,Jacke,Jacke
von,muesste,Auto,müsste,müsste
auf,watch,Smart,watch,wach
mit,email,ein,email,Email
Bitte,CV,meinem,CV,CM
addresse,emial,die,email,Emilia
nachtreiter@KIT,addresse,emial,Adresse,Raddresse
com,nachtreiter@KIT,addresse,nachtreiter@KIT,nachbereitet
mir,faellt,dabei,fällt,fällt
so,Oelbohrer,vergessen,Dollbohrer,Ölbohrer
wo,film,dem,film,Film
die,huuu,werden,huhu,Hutu
-,laenger,immer,länger,länger
herumzufahren,Opel-Manta,einem,Opel-Manta,Opel-Mantra
weil,angequatscht,nicht,angequatscht,an gequatscht
werden,MacGuyver,von,MacGuyver,Vermache
gehen,Staatsoperballet,zum,Staatsoperballet,Staatserhaltend
wählen,Himmer,quälen,Hammer,Hummer
gehaltenen,juristendeutsch,in,Juristendeutsch,Juristendeutsch
und,4er,immer,4er,er
gegeben,5er,und,5er,er
2er,1er,immer,1er,er
oder,2er,1er,2er,er
Dabei,3er,oder,3er,er
bringt,app,Die,app,App
lokführer,eisenbahnerkind,ich,Eisenbahner Kind,Eisenbahnerstreik
werden,lokführer,eisenbahnerkind,Lok Führer,Lokführer
geworden,krankenpfleger,ich,Krankenpfleger,Krankenpfleger
site,projektierung/planung,ich,Projektierung,Projektierungsarbeit
service,site,projektierung/planung,site,sie
anlagenbau,service,site,service,Service
sprich,anlagenbau,service,anlagenbau,Anlagenbau
o,seelenverkäufer,sprich,Seelenverkäufer,Seelenverkäufer
pilot,bandenchef,Indianerhäuptling,banden Chef,Bandenchef
eines,pilot,bandenchef,pilot,Pilot
[140,postflugzeugs,Kanadischen,Postflugzeuges,Postflugzeugs
immer,schwimmer],mit,Schwimmer,Schwimmer
auch,herumgetapst,bischen,herumgetapst,herumgetappt
-,Cannabistherapeut,hätte,Cannabistherapeut,Cannabiskräuter
sondern,Partydealer,kein,Partydealer,Partykeller
relevanten,med,aus,med,dem
sehe,genötig,nicht,genötigt,genötigt
die,betroht,Aussterben,bedroht,bedroht
um,hauptsächlch,gehts,hauptsächlich,hauptsächlich
vorm,5h,Rest,5h,eh
Leider,Psychohistoriker,genauer,Psychohistoriker,Psychohistorischer
Seldon,Hari,mit,Hari,Hai
mithalten,Seldon,Hari,Seladon,Solden
G,hineinliessen,mich,hineinließen,hineinließen
Ich,@Sogenet,-,So Genet,Ethnogenese
wollte,vorschulzeit,der,vor Schulzeit,Vorschulzeit
werden,politiker,ich,Politiker,Politiker
zu,bildung,entschieden,Bildung,Bildung
steht,politik,österreichische,Politik,Politik
anschauen,ansichtssache,keine,Ansichtssache,Ansichtssache
Rezepte,bsp,anschauen,BSP,Bsp
5,nexus,verwende,nexus,Nexus
und,Speiben,viel,Speien,Speien
Zähnen,hinnigen,vor,hinneigen,innigen
interesssiert,nciht,das,nicht,nicht
Am,interesssiert,nciht,interessiert,interessiert
geschafft,hab's,ich,hab's,Habits
-,poste,was,poste,proste
Stuntman,ausgefallenens,was,ausgefallenen,ausgefallenen
dann,Spock,Mr,Spock,Speck
in,Exobiologe,bodengebundener,Exobiologe,Exobiologie
werden,Jedi-Ritter,ich,Jedi-Ritter,Jede-Ritter
Situations-,Sith,auch,Smith,Sikh
und,Situations-,Sith,Situations-,Situationist
wollte,schwarz/blau,Ab,schwarz/blau,schwarzblau
for,Money,-,Money,Monet
nothing,for,Money,for,gor
and,nothing,for,nothing,Thing
the,and,nothing,and,ans
for,chicks,the,chicks,schick
hat,Ernstl,der,Ernst,Ernst
mit,Move,Den,Move,Mole
mach,Droide,der,Druide,Druide
ich,Hab',werden,Hab',Hab
und,gross,ich,gross,groß
Studium,für´s,Da,fürs,fürs
nicht,hat´s,war,hat´s,satthat
war,ausserdem,-,außerdem,außerdem
tolle,Hab´eine,Los,Hab 'eine,Innehab
-,Famile,tolle,Familie,Familie
wurde,Gegendert,werden,Gegenwert,Gegendeut
mathematischem,zw,ich,zu,zu
wählen,Sportgynasium,und,Sportgynasium,Sportgymnasium
Landschaftsplanung,BOKU,der,BOKU,DOKU
unterstützt,liveticker,keine,live Ticker,verklicker
hab,ZiB-Sprecher,-,Ziba,GiB-Sprecher
Belcredi,Wetter-ansager,geprobt,Wetter-ansager,Wetter -ansager
Bauer,Belcredi,Wetter-ansager,Belfried,Belfried
und,zusammengerecht,Heu,zusammengerecht,zusammen gerecht
Lehrer,gezettet,fest,gerettet,gejettet
das,bereu,und,bereu,bereue
wie,Sie's,Machen,Sie's,Siels
Bis,Suborbitalflug,einen,Suborbitalflug,Suborbital
Galactic,Virgin,hat,Virgin,Virgil
noch,Galactic,Virgin,Galactic,Galatisch
werden,geologe,immer,Geologe,Geologe
Levantiner,sinistrer,ein,sinister,sinistrer
ben,Kara,Gutmenschen,Kara,Karat
Nemsi,ben,Kara,ben,Ben
und,Nemsi,ben,Nemesis,Nemesis
Omar,Halef,Hadschi,Halef,Half
zur,Omar,Halef,Omar,Oma
transit,Sic,war,Sic,Sir
gloria,transit,Sic,transit,Transit
Laborae,gloria,transit,Gloria,Gloria
-,Laborae,gloria,Labore,Labore
sehr,Pschyrembel,der,Pschyrembel,Hyperbelschar
angesehen,ZIB,die,ZIB,ZIG
vorgekommen,Priestermangeln,und,Priestermangeln,Priester mangeln
aufgefallen,mri,ist,mir,mir
das,sit,es,sit,ist
finde,<Lob>Ich,-,<Lob>Ich,Lobberich
</Lob>,ausschliesslich,beinahe,ausschließlich,ausschließlich
und,losreiten,dann,losreiten,losreißen
Lejonhjärta,Bröderna,herzzerreißenden,Brüdern,Ködernadel
min,Mio,aus,Mio,Mio.
tout,par,ich,par,paar
nicht,tout,par,tout,tot
Phantasien,frühpubertären,meine,frühpubertären,früh pubertären
sind,Lindgrenbücher,Merke,Lindgren Bücher,Lindenbühler
wer,pensionist,ich,pensionierst,pensionierst
hatten,beeeindruckt,besonders,beeindruckt,beeindruckt
die,hattens,Mir,hatten,hatten
Lehrerin,Schauspielein,Afrika,Schauspielerin,Schauspielern
--Mutter,Noja,Schriftstellerin,Nora,Nora
Pflegemutter,--Mutter,Noja,--Mutter,-mutter
Pensionistin,Grossmutter,Mediatorin,Großmutter,Großmutter
aber,Pensionistin,Grossmutter,Pensionaten,Pensionistenverein
mir,ists,Fee,isst,isst
-,Hex,a,Hex,He
-,standard,beim,standard,Standard
geklappt,hätt's,Fast,hat's,hätte
Mene,Ene,Beruf,Enge,Ense
Müll,Mene,Ene,Menge,Miene
werden,Fi,wollte,Fi,Fr
-,Gefi,der,Gefiel,Gefiel
und,historiker,-,Historiker,Historiker
Designer,Game,Später,Game,Gamet
zu,JL,mit,JL,HL
Es,Fliessbandarbeiter,-,Fließbandarbeiter,Fließbandarbeiter
vermessen,ohja,-,Sonja,oh ja
bei,Ferialjobs,von,Ferialjobs,Ferritstabs
werden,Friseurerin,wollte,Friseuren,Friseuriren
in,scchon,angeblich,schon,schon
Danach,VS-Zeit,der,VS-Zeit,VS.-Zeit
am,Wetterwartin,Danach,Wetterwarten,Wetterwartin
Ich,Sonnblick,Hohen,Sonnblick,Einblick
vor,Neonatologie,die,Neonatologie,Neonatologisch
als,Marcovich,Marina,Markovic,Markovsche
mit,geschichtsbuch,ersten,Geschichtsbuch,Geschichtsbuch
ist,Taxler,lieber,Taler,Taler
1,ärztin,-,Ärztin,Ärztin
-,wirklichkeit,hoffentlich,Wirklichkeit,Wirklichkeit
hatte,Poal7,Legende,Poal7,Pokal
Schön,mitgepostet,Seiten,mitgepostet,mit gepostet
werden,Müllfrau,wollte,Müll frau,Müllfrau
3,mind,von,mind,min
Eine,Nickname,siehe,Nickname,Dickname
neu,Livetickers,des,Livetickers,Verklicker
hab,drinn,zwischen,drin,drin
in,Engineer,Software,Engineer,Reengineering
In,Spieleindustrie,der,Spieleindustrie,Spielindustrie
-,Anlagen-/Maschinenbau,im,Anlagen-/Maschinenbau,Anlagen-Maschinenbau
-,Jetpilot,-,Jet Pilot,Jetpilot
und,Feinmotorikerin,große,Feinmotorikerin,Feinmotorimkerin
-->,Schlußfolgerung,logische,Schlussfolgerung,Schlussfolgerung
dass,draufkam,ich,draufkam,drauf kam
ist,Büchern/Fernsehserien,den,Büchern/Fernsehserien,Bezahlfernsehsendern
ich,find,-,find,finde
Spieler,DJ,Dichter,DJ,DE
hab,Heut,leben,Heut,Heu
und,zuHaus,mir,zuhause,zu Haus
wollte,6jährige,ca,6jährige,jährige
werden,bauchtänzerin,ich,Bauchtänzerin,Bauchtänzerin
warum,ahnung,keine,Ahnung,Ahnung
dann,zahnärztin,dann,Zahnärztin,Zahnärztin
dann,chirurgin,dann,Chirurgin,Chirurgin
hab,schliesslich,lehrerin,schließlich,schließlich
angemeldet,handelsakademie,der,Handelsakademie,Handelsakademie
und,ausbildung,schliesslich,Ausbildung,Ausbildung
im,job,und,job,Job
stehen,berufswahl,der,Berufswahl,Berufswahl
-,wirs,lassen,Wirz,wies
Lauda,Niki,von,Niki,Nicki
Beatles,The,B,The,Thea
bis,Kleinmäderlalter,Im,Kleinmäderlalter,Kleinkindalter
immer,Paps,meinen,Paps,Papa
Dann,Reithof,großen,Rasthof,Reithof
und,Musicalstar,Dann,Musicalstar,Musicalhit
-,HerkömmlicheresSozialbereich,was,HerkömmlicheresSozialbereich,Sozialversicherungsrechtlich
war,E1,Ja,E1,Ei
reichen,E2a,dann,E2a,Eta
Pilotin,Truckfahrerin,Lokführerin,Truckfahrerin,Trickfahrerin
15,Bastelfritze,jahre,Bastelfritze,Bastelfratze
25,ganzngeschafft,nie,ganzngeschafft,herangeschafft
ein,40'Jahre,Auszeichnung,40'Jahre,Dürrejahre
Fuzzi,R&D,Papa,R&D,RED
Basteln,Fuzzi,R&D,Guzzi,Fungizid
und,Legobauen,wurscht,Legobauen,Lego bauen
-,postinguebersicht,meiner,postinguebersicht,postgeschichtlich
-,Bäcker/Koch,später,Bäcker/Koch,Bäcker-Koch
Wirtschaft/Wirtschaftsrecht,HAK-Matura,der,HAK-Matura,HA-Matura
studieren,Wirtschaft/Wirtschaftsrecht,HAK-Matura,Wirtschaft/Wirtschaftsrecht,Wirtschaftswirtschaftsrecht
Man,Developer,Software,Developer,Verdoppel
zielstrebiger,1A,ein,1A,JA
Forschungsergebnisse,Wissenschafter,als,Wissenschaftler,Wissenschaftler
gewesen,wär's,das,wär's,Wärters
einbrechen,mhm,werden,Mihm,mm
geworden,Mistkübler,und,Mistkübel,Mistkübel
at,dieStandard,auf,die Standard,die Standard
gewählt,vorrauschauend,schon,vorrauschauend,vorausschauend
und,ABC-Abwehr,der,Abc-Abwehr,ABC-Abwehr
Karriere,fach,ah,Fach,fach
finden,Postingübersicht,Ihre,Postingübersicht,Postsingübersicht
https,Userprofil,Ihrem,Userprofil,Uferprofil
dieses,at/userprofil/,//derstandard,atz,Rauheitsprofil
Trainer,Pokemon,wollte,Pokémon,Pokern
enough,Close,Spielen,Close,Lose
-,enough,Close,enough,Eugenol
ausgraben,dinosaurier,und,Dinosaurier,Dinosaurier
finden,gegenstände,geheimnisvolle,Gegenstände,gegen stände
schreiben,bücher,abenteuerliche,Bücher,Bücher
auch,abenteuer,die,Abenteuer,Abenteuer
in,Ferialpraxis,-,Ferialpraxis,Praxisfern
Ich,BBS,dafür,BBS,YBBS
BBS,University,Delft,University,Universitär
'Internet',furs,Zugangsdaten,furs,furz
bekommen,'Internet',furs,'Internet',Internet
Noch,'IP-Adresse',eine,'IP-Adresse',IP-Adresse'
später,minute,3,minute,Minute
von,Popup,ein,Popup,Popo
Lion,Cybertron,Telekom,Cybertron,Cyberthron
cc,Lion,Cybertron,Lion,Linon
UTA,cc,Lion,cc,cm
mit,Chello,dann,Cello,Cello
einem,os,genau,so,OS
Teil,Robotics,US,Robotics,Robotik
das,Altavista,noch,Aktivist,Altvista
was,Napster,bei,Napster,Papstnaher
auch,mobilversion,der,mobil Version,Mobilversion
schreiben,do-liste,to,do-liste,so-liste
-,po,-,Po,Po
im,Hauptuni,der,Haupt uni,Haupt uni
Software,NIG,im,NIG,NIE
dann,runterladen,Mac,runterladen,runter laden
von,Slackware-Distributionen,ersten,Sackkarre,-lackware-Distributionen
zu,draufkopieren,Images,draufkopieren,drauf kopieren
ich,modem,und,modem,Modem
es,weiss,ich,Weiß,weiß
war,napster,denke,knappster,papstnaher
zu,gebs,ich,gebe,gebe
der,hiess,at,hieß,hieß
was,eltern,meine,Eltern,Eltern
ist,teufel,zum,Teufel,Teufel
und,mails,für,mails,Mails
mit,chat,und,chat,hat
cc,lion,modem,lion,Sion
aus,schwester,telefonierenden,Schwester,Schwester
gekickt,leitung,der,Leitung,Leitung
Pompidou,Centre,im,Centre,Center
unterwegs,Interrail,mit,Interrail,Interrailkarte
Dort,Internetcafe,ein,Internetcafé,Internetsafe
einer,Wählscheibentelefon,einem,Wählscheibentelefon,Wahlscheibentelefon
der,Auseinanderklauben,minutengenauen,Auseinanderklauben,Auseinanderlauben
ist,eigenzogen,uns,eigenzogen,eingezogen
in,FH,der,FH,EH
Browser,Mosaic,den,Mosaic,Mosaik
Zeppelin,Led,mein,Led,LED
Bergen,oesterreichen,den,Österreichern,Resterreichen
dazu,0815-Buecher,paar,0815-Buecher,0815-Bücher
aufgestellt,Londonbesuchen,bei,London besuchen,London besuchen
Infos,Bootleg,Interviews,Bootleg,Boot leg
Am,faszierend,sehr,naszierend,naszierend
Dann,seelig,euch,Seelig,selig
GIGA,NBC,los,NBC,ABC
lief,GIGA,NBC,GIGA,RIGA
com,Uboot,bei,U-Boot,-boot
hab,Mitgliedkarte,warum,Mitgliedkarte,Mitgliedskarte
at,news,bei,news,News
at,jet2web,und,jet2web,jette
Freundin,news-Chatroom,im,news-Chatroom,News-Chatroom
im,Freundinenerwerb,weiterer,Freundinenerwerb,Freundlicherweise
Schön,aon-chat,danach,an,an-chat
zu,WWW,das,WWW,WO
einzugeben,E-mail-Adresse,eine,E-Mail,-mail-Adresse
